year,month,state,utilityNumber,utilityName,dataStatus,residentialCapacityPhotovoltaic,commercialCapacityPhotovoltaic,industrialCapacityPhotovoltaic,transportationCapacityPhotovoltaic,totalCapacityPhotovoltaic,residentialCustomerPhotovoltaic,commercialCustomerPhotovoltaic,industrialCustomerPhotovoltaic,transportationCustomerPhotovoltaic,totalCustomerPhotovoltaic,residentialSoldBackPhotovoltaic,commercialSoldBackPhotovoltaic,industrialSoldBackPhotovoltaic,transportationSoldBackPhotovoltaic,totalSoldBackPhotovoltaic,residentialCapacityWind,commercialCapacityWind,industrialCapacityWind,transportationCapacityWind,totalCapacityWind,residentialCustomerWind,commercialCustomerWind,industrialCustomerWind,transportationCustomerWind,totalCustomerWind,residentialSoldBackWind,commercialSoldBackWind,industrialSoldBackWind,transportationSoldBackWind,totalSoldBackWind,residentialCapacityOther,commercialCapacityOther,industrialCapacityOther,transportationCapacityOther,totalCapacityOther,residentialCustomerOther,commercialCustomerOther,industrialCustomerOther,transportationCustomerOther,totalCustomerOther,residentialSoldBackOther,commercialSoldBackOther,industrialSoldBackOther,transportationSoldBackOther,totalSoldBackOther,residentialCapacityAll,commercialCapacityAll,industrialCapacityAll,transportationCapacityAll,totalCapacityAll,residentialCustomerAll,commercialCustomerAll,industrialCustomerAll,transportationCustomerAll,totalCustomerAll,residentialSoldBackAll,commercialSoldBackAll,industrialSoldBackAll,transportationSoldBackAll,totalSoldBackAll
2012,3,CO,3989,City of Colorado Springs - (CO),Final,0.746,1.229,0,0,1.98,185,33,0,0,218,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,3,CO,16603,"San Luis Valley R E C, Inc",Final,0.14,0.04,0.03,,0.21,40,5,2,,47,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,4,CO,3989,City of Colorado Springs - (CO),Final,0.757,1.229,0,0,1.99,185,33,0,0,218,,,,,0,0.002,0.006,0,0,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,4,CO,6604,City of Fort Collins - (CO),Final,0.346,0.575,0.18,0,1.1,99,31,1,0,131,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,,,,,0,,,,,0,,,,,0,0,0,3.445,0,3.445,0,0,5,0,5,0,0,0,0,0
2012,4,CO,9336,Intermountain Rural Elec Assn,Final,0.655,,,,0.66,141,,,,141,,,,,0,0.051,,,,0.051,16,,,,16,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,4,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.475,0.14,0,0,0.62,95,70,0,0,165,49.917,3.678,0,0,53.595,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,4,CO,15466,Public Service Co of Colorado,Final,44.314,75.246,0.605,,120.17,8854,1586,10,,10450,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,4,CO,16603,"San Luis Valley R E C, Inc",Final,0.14,0.04,0.03,,0.21,40,5,2,,47,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,4,CO,19499,"United Power, Inc",Final,0.391,0.175,0.021,0,0.59,80,8,1,0,89,,,,,0,0.016,0.012,0,0,0.028,6,2,0,0,8,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,4,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,4,CO,56146,Black Hills/Colorado Elec.Util,Final,2.975,5.609,0.1,,8.68,506,173,1,,680,,,,,0,0,0,1.8,,1.8,0,0,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,1,CO,3989,City of Colorado Springs - (CO),Final,0.736,1.229,,,1.97,183,33,,,216,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,1,CO,6604,City of Fort Collins - (CO),Final,0.325,0.57,0.18,,1.08,95,30,1,,126,0,0,0,,0,0.002,0,0,,0.002,1,0,0,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,3.45,,3.45,,,5,,5,,,0,,0
2012,1,CO,9336,Intermountain Rural Elec Assn,Final,0.608,,,,0.61,13,,,,13,,,,,0,0.051,,,,0.051,16,,,,16,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,1,CO,15466,Public Service Co of Colorado,Final,41.35,69.202,0.507,,111.06,8375,1465,9,,9849,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,1,CO,16603,"San Luis Valley R E C, Inc",Final,0.136,0.04,0.03,,0.21,39,5,2,,46,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,1,CO,19499,"United Power, Inc",Final,0.367,0.175,0.021,,0.56,77,8,1,,86,,,,,0,0.016,0.175,0.021,,0.212,6,8,1,,15,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,1,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,1,CO,56146,Black Hills/Colorado Elec.Util,Final,2.88,4.586,0.1,0,7.57,491,156,1,0,648,0.6,0,0,0,0.6,0.04,0.958,1.8,,2.798,7,14,1,,22,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,2,CO,16603,"San Luis Valley R E C, Inc",Final,0.136,0.04,0.03,,0.21,39,5,2,,46,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,2,CO,19499,"United Power, Inc",Final,0.374,0.175,0.021,,0.57,78,8,1,,87,,,,,0,0.016,0.012,,,0.028,6,2,,,8,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,2,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,2,CO,56146,Black Hills/Colorado Elec.Util,Final,2.949,5.549,0.1,,8.6,502,171,1,,674,0.6,,,,0.6,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,2,CO,15466,Public Service Co of Colorado,Final,42.266,72.399,0.507,,115.17,8519,1500,9,,10028,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,2,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.47,0.14,0,0,0.61,94,7,0,0,101,26.399,1.966,0,0,28.365,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,2,CO,9336,Intermountain Rural Elec Assn,Final,0.61,,,,0.61,135,,,,135,,,,,0,0.051,,,,0.051,16,,,,16,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,2,CO,6604,City of Fort Collins - (CO),Final,0.325,0.57,0.18,,1.08,95,30,1,,126,0,0,0,,0,0.002,,,,0.002,1,,,,1,0,,,,0,,,,,0,,,,,0,,,,,0,,,3.45,,3.45,,,5,,5,,,0,,0
2012,2,CO,3989,City of Colorado Springs - (CO),Final,0.736,1.229,0,0,1.97,183,33,0,0,216,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,1,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.47,0.14,0,0,0.61,94,7,0,0,101,24.775,1.845,0,0,26.62,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,6,CO,3989,City of Colorado Springs - (CO),Final,0.767,1.278,0,0,2.05,188,35,0,0,223,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,6,CO,6604,City of Fort Collins - (CO),Final,0.371,0.575,0.18,0,1.13,104,31,1,0,136,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,,,,,0,,,,,0,,,,,0,0,0,3.445,0,3.445,0,0,5,0,5,0,0,0,0,0
2012,6,CO,9336,Intermountain Rural Elec Assn,Final,0.687,,,,0.69,146,,,,146,,,,,0,0.051,,,,0.051,16,,,,16,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,6,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.515,0.14,0,0,0.66,103,7,0,0,110,49.413,3.358,0,0,52.771,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,6,CO,15466,Public Service Co of Colorado,Final,46.266,77.023,0.605,,123.89,9148,1632,10,,10790,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,6,CO,16603,"San Luis Valley R E C, Inc",Final,0.14,0.04,0.03,,0.21,40,5,2,,47,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,6,CO,19499,"United Power, Inc",Final,0.415,0.175,0.021,0,0.61,88,8,1,0,97,0,0,0,0,0,0.016,0.012,0,0,0.028,6,2,0,0,8,0,0,0,0,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,6,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.02,,,,0.02,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,6,CO,56146,Black Hills/Colorado Elec.Util,Final,3.019,5.611,0.1,,8.73,516,174,1,,691,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,7,CO,3989,City of Colorado Springs - (CO),Final,0.787,1.352,0,0,2.14,191,38,0,0,229,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,7,CO,6604,City of Fort Collins - (CO),Final,0.394,0.575,0.18,0,1.15,106,31,1,0,138,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,,,,,0,,,,,0,,,,,0,0,0,3.445,0,3.445,0,0,5,0,5,0,0,0,0,0
2012,7,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.54,0.14,0,0,0.68,108,7,0,0,115,39.363,2.551,0,0,41.914,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,7,CO,15466,Public Service Co of Colorado,Final,47.455,78.372,0.605,,126.43,9368,1664,10,,11042,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,7,CO,16603,"San Luis Valley R E C, Inc",Final,0.159,0.041,0.03,,0.23,42,6,2,,50,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,7,CO,19499,"United Power, Inc",Final,0.415,0.175,0.021,0,0.61,88,8,1,0,97,,,,,0,0.016,0.012,0,0,0.028,6,2,0,0,8,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,7,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,7,CO,56146,Black Hills/Colorado Elec.Util,Final,3.041,5.628,0.1,,8.77,519,175,1,,695,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,7,CO,9336,Intermountain Rural Elec Assn,Final,0.687,,,,0.69,146,,,,146,,,,,0,0.051,,,,0.051,16,,,,16,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,5,CO,3989,City of Colorado Springs - (CO),Final,0.765,1.229,0,0,1.99,187,33,0,0,220,,,,,0,0.002,0.006,0,0,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,5,CO,6604,City of Fort Collins - (CO),Final,0.363,0.57,0.18,0,1.11,102,31,1,0,134,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,,,,,0,,,,,0,,,,,0,,,,,0,0,0,3.45,,3.45,0,0,5,,5,,,,,0
2012,5,CO,9336,Intermountain Rural Elec Assn,Final,0.678,,,,0.68,145,,,,145,,,,,0,0.051,,,,0.051,16,,,,16,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,5,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.5,0.14,0,0,0.64,100,7,0,0,107,47.671,3.337,0,0,51.008,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,5,CO,15466,Public Service Co of Colorado,Final,45.453,76.522,0.605,,122.58,9036,1619,10,,10665,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,5,CO,19499,"United Power, Inc",Final,0.406,0.175,0.021,,0.6,85,8,1,,94,,,,,0,0.016,0.012,0,,0.028,6,2,0,,8,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,5,CO,16603,"San Luis Valley R E C, Inc",Final,0.14,0.04,0.03,,0.21,40,5,2,,47,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,5,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,5,CO,56146,Black Hills/Colorado Elec.Util,Final,2.989,5.611,0.1,,8.7,509,174,1,,684,,,,,0,,,1.81,,1.81,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,9,CO,56146,Black Hills/Colorado Elec.Util,Final,3.119,5.736,0.1,,8.96,534,178,1,,713,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,9,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,9,CO,19499,"United Power, Inc",Final,0.467,0.175,0.021,0,0.66,97,8,1,0,106,0,0,0,0,0,0.019,0.012,0,0,0.031,7,2,0,0,9,0,0,0,0,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,9,CO,3989,City of Colorado Springs - (CO),Final,0.807,1.479,0,0,2.29,195,41,0,0,236,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,9,CO,6604,City of Fort Collins - (CO),Final,0.462,0.57,0.18,0,1.21,122,31,1,0,154,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,,,,,0,,,,,0,,,,,0,0,0,3.45,0,3.45,0,0,5,0,5,0,0,0,0,0
2012,9,CO,9336,Intermountain Rural Elec Assn,Final,0.728,,,,0.73,153,,,,153,,,,,0,0.051,,,,0.051,16,,,,16,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,9,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.515,0.14,0,0,0.66,103,7,0,0,110,43.033,2.925,0,0,45.958,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,9,CO,15466,Public Service Co of Colorado,Final,51.064,79.383,0.605,,131.05,10034,1699,10,,11743,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,9,CO,16603,"San Luis Valley R E C, Inc",Final,0.147,0.041,0.03,,0.22,42,6,2,,50,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,10,CO,3989,City of Colorado Springs - (CO),Final,0.839,1.481,0,0,2.32,200,42,0,0,242,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,10,CO,6604,City of Fort Collins - (CO),Final,0.53,0.58,0.18,0,1.29,135,32,1,0,168,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,,,,,0,,,,,0,,,,,0,0,0,3.8,0,3.8,0,0,5,0,5,0,0,0,0,0
2012,10,CO,9336,Intermountain Rural Elec Assn,Final,0.75,,,,0.75,156,,,,156,,,,,0,0.051,,,,0.051,16,,,,16,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,10,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.52,0.14,0,0,0.66,104,7,0,0,111,43.14,2.904,0,0,46.044,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,10,CO,15466,Public Service Co of Colorado,Final,52.873,80.136,0.605,,133.61,10362,1763,10,,12135,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,10,CO,16603,"San Luis Valley R E C, Inc",Final,0.147,0.041,0.03,,0.22,42,6,2,,50,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,10,CO,19499,"United Power, Inc",Final,0.488,0.175,0.021,0,0.68,102,8,1,0,111,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,10,CO,27058,"High West Energy, Inc",Final,0.002,,,,0,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,10,CO,56146,Black Hills/Colorado Elec.Util,Final,3.149,5.745,0.1,,8.99,538,179,1,,718,0,0,0,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,8,CO,3989,City of Colorado Springs - (CO),Final,0.793,1.369,0,0,2.16,192,39,0,0,231,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,8,CO,6604,City of Fort Collins - (CO),Final,0.418,0.575,0.18,0,1.17,111,31,1,0,143,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,,,,,0,,,,,0,,,,,0,0,0,3.445,0,3.445,0,0,5,0,5,0,0,0,0,0
2012,8,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.515,0.14,0,0,0.66,103,7,0,0,110,38.016,2.584,0,0,40.6,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,8,CO,15466,Public Service Co of Colorado,Final,49.22,78.997,0.605,,128.82,9679,1686,10,,11375,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,8,CO,16603,"San Luis Valley R E C, Inc",Final,0.147,0.041,0.03,,0.22,42,6,2,,50,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,8,CO,19499,"United Power, Inc",Final,0.463,0.175,0.021,,0.66,96,8,1,,105,,,,,0,0.016,0.012,0,,0.028,6,2,0,,8,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,8,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,8,CO,56146,Black Hills/Colorado Elec.Util,Final,3.08,5.648,0.1,,8.83,529,176,1,,706,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,8,CO,9336,Intermountain Rural Elec Assn,Final,0.712,,,,0.71,150,,,,150,,,,,0,0.051,,,,0.051,16,,,,16,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,12,CO,15466,Public Service Co of Colorado,Final,56.612,83.561,0.605,,140.78,11026,1796,10,,12832,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,12,CO,16603,"San Luis Valley R E C, Inc",Final,0.147,0.041,0.03,,0.22,42,6,2,,50,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,12,CO,19499,"United Power, Inc",Final,0.518,0.175,0.021,0,0.71,108,8,1,0,117,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,12,CO,27058,"High West Energy, Inc",Final,0.002,,,,0,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,12,CO,56146,Black Hills/Colorado Elec.Util,Final,3.19,5.91,0.1,0,9.2,543,182,1,0,726,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,12,CO,15257,"Poudre Valley REA, Inc",Final,0.52,0.2,0,0,0.72,104,10,0,0,114,22.447,2.158,0,0,24.605,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,12,CO,9336,Intermountain Rural Elec Assn,Final,0.796,,,,0.8,164,,,,164,,,,,0,0.051,,,,0.051,17,,,,17,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,12,CO,3989,City of Colorado Springs - (CO),Final,0.965,1.616,,,2.58,222,45,,,267,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,12,CO,6604,City of Fort Collins - (CO),Final,0.567,0.625,0.18,0,1.37,142,36,1,0,179,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,,,,,0,,,,,0,,,,,0,0,0,3.8,0,3.8,0,0,5,0,5,0,0,0,0,0
2012,11,CO,3989,City of Colorado Springs - (CO),Final,0.861,1.513,,,2.37,206,43,,,249,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,11,CO,6604,City of Fort Collins - (CO),Final,0.553,0.58,0.18,0,1.31,139,32,1,0,172,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,,,,,0,,,,,0,,,,,0,0,0,3.8,0,3.8,0,0,5,0,5,0,0,0,0,0
2012,11,CO,9336,Intermountain Rural Elec Assn,Final,0.766,,,,0.77,159,,,,159,,,,,0,0.051,,,,0.051,16,,,,16,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,11,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.525,0.14,0,0,0.67,105,7,0,0,112,30.508,2.034,0,0,32.542,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,11,CO,19499,"United Power, Inc",Final,0.511,0.175,0.021,,0.71,106,8,1,,115,,,,,0,0.022,0.012,0,,0.034,8,2,0,,10,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,11,CO,27058,"High West Energy, Inc",Final,0.002,,,,0,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,11,CO,56146,Black Hills/Colorado Elec.Util,Final,3.175,5.745,0.1,0,9.02,542,179,1,0,722,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,11,CO,16603,"San Luis Valley R E C, Inc",Final,0.147,0.041,0.03,,0.22,42,6,2,,50,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2012,11,CO,15466,Public Service Co of Colorado,Final,55.221,81.26,0.605,,137.09,10791,1787,10,,12588,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
2013,11,CO,19499,"United Power, Inc",Final,0.723,0.175,0.021,0,0.919,134,8,1,0,143,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,0.745,0.187,0.021,0,0.953,142,10,1,0,153,0,0,0,0,0
2013,11,CO,56146,Black Hills/Colorado Elec.Util,Final,3.303,6.302,0.1,,9.705,559,188,1,,748,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,3.303,6.302,1.9,0,11.505,559,188,2,0,749,0,0,0,0,0
2013,11,CO,16603,"San Luis Valley R E C, Inc",Final,0.17,0.079,0.03,,0.279,46,8,2,,56,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.173,0.079,0.03,0,0.282,48,8,2,0,58,0,0,0,0,0
2013,11,CO,15466,Public Service Co of Colorado,Final,77.048,91.74,0.605,,169.393,14345,1906,10,,16261,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,77.048,91.74,0.605,0,169.393,14345,1906,10,0,16261,0,0,0,0,0
2013,11,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.59,0.18,0,0,0.77,118,9,0,0,127,41.037,3.511,0,0,44.548,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.59,0.18,0,0,0.77,118,9,0,0,127,41.037,3.511,0,0,44.548
2013,11,CO,12866,Moon Lake Electric Assn Inc,Final,,0.1,,,0.1,,5,,,5,,0.687,,,0.687,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0,0,0.1,0,5,0,0,5,0,0.687,0,0,0.687
